id,description,lock_version,updated_at,created_at,unit_no
417,SCE CARSON,0,1/8/2009 0:00,1/8/2009 0:00, CN10
418,SCE DOMINGUEZ HILLS/COMPTON,0,1/8/2009 0:00,1/8/2009 0:00, CMT1
419,SEWER MANHOLES,0,1/8/2009 0:00,1/8/2009 0:00,145
420,SFIA #3 OXID,0,1/8/2009 0:00,1/8/2009 0:00,5800
421,SFIA HEAT MED HTR,0,1/8/2009 0:00,1/8/2009 0:00,5400
422,SFIA LPG DRYER,0,1/8/2009 0:00,1/8/2009 0:00,5501
423,SFIA SOLVENT FRAC,0,1/8/2009 0:00,1/8/2009 0:00,5600
424,SFIA SPLIT S/R,0,1/8/2009 0:00,1/8/2009 0:00,9984
425,SFIA VAP REC,0,1/8/2009 0:00,1/8/2009 0:00,5700
426,SLOP RERUN,0,1/8/2009 0:00,1/8/2009 0:00,3600
427,SLOPS/PUMPOUT SYSTEM,0,1/8/2009 0:00,1/8/2009 0:00,8625
428,SOUR WATER SYSTEM,0,1/8/2009 0:00,1/8/2009 0:00,8609
429,SOUTH AREA FUEL OIL HTR,0,1/8/2009 0:00,1/8/2009 0:00,8301
430,SOUTH AREA MIX DRUM,0,1/8/2009 0:00,1/8/2009 0:00,4900
431,SOUTH AREA UTIL,0,1/8/2009 0:00,1/8/2009 0:00,8300
432,STEAM (150# 175#) SYSTEM,0,1/8/2009 0:00,1/8/2009 0:00,8603
433,STEAM (25# 45# 50#) SYSTEM,0,1/8/2009 0:00,1/8/2009 0:00,8604
434,STEAM (560# 600#) SYSTEM,0,1/8/2009 0:00,1/8/2009 0:00,8629
435,STOCKER NATURAL GAS FAC,0,1/8/2009 0:00,1/8/2009 0:00, BDH1
436,SUBSTATION 1,0,1/8/2009 0:00,1/8/2009 0:00,9905
437,SUBSTATION 10,0,1/8/2009 0:00,1/8/2009 0:00,9914
438,SUBSTATION 11,0,1/8/2009 0:00,1/8/2009 0:00,9915
439,SUBSTATION 13,0,1/8/2009 0:00,1/8/2009 0:00,9917
440,SUBSTATION 14,0,1/8/2009 0:00,1/8/2009 0:00,9918
441,SUBSTATION 15,0,1/8/2009 0:00,1/8/2009 0:00,9919
442,SUBSTATION 16,0,1/8/2009 0:00,1/8/2009 0:00,9920
443,SUBSTATION 17,0,1/8/2009 0:00,1/8/2009 0:00,9921
444,SUBSTATION 18,0,1/8/2009 0:00,1/8/2009 0:00,9922
445,SUBSTATION 19,0,1/8/2009 0:00,1/8/2009 0:00,9923
446,SUBSTATION 1A,0,1/8/2009 0:00,1/8/2009 0:00,9990
447,SUBSTATION 1B,0,1/8/2009 0:00,1/8/2009 0:00,9991
448,SUBSTATION 1C,0,1/8/2009 0:00,1/8/2009 0:00,9992
449,SUBSTATION 1D,0,1/8/2009 0:00,1/8/2009 0:00,9993
450,SUBSTATION 1E,0,1/8/2009 0:00,1/8/2009 0:00,9994
451,SUBSTATION 1G,0,1/8/2009 0:00,1/8/2009 0:00,9996
452,SUBSTATION 1H,0,1/8/2009 0:00,1/8/2009 0:00,9997
453,SUBSTATION 1J,0,1/8/2009 0:00,1/8/2009 0:00,9898
454,SUBSTATION 1K,0,1/8/2009 0:00,1/8/2009 0:00,9899
455,SUBSTATION 1L,0,1/8/2009 0:00,1/8/2009 0:00,9897
456,SUBSTATION 1M,0,1/8/2009 0:00,1/8/2009 0:00,9896
457,SUBSTATION 20,0,1/8/2009 0:00,1/8/2009 0:00,9924
458,SUBSTATION 21,0,1/8/2009 0:00,1/8/2009 0:00,9925
459,SUBSTATION 22,0,1/8/2009 0:00,1/8/2009 0:00,9926
460,SUBSTATION 23,0,1/8/2009 0:00,1/8/2009 0:00,9927
461,SUBSTATION 24,0,1/8/2009 0:00,1/8/2009 0:00,9928
462,SUBSTATION 25,0,1/8/2009 0:00,1/8/2009 0:00,9929
463,SUBSTATION 26,0,1/8/2009 0:00,1/8/2009 0:00,9930
464,SUBSTATION 27,0,1/8/2009 0:00,1/8/2009 0:00,9931
465,SUBSTATION 28,0,1/8/2009 0:00,1/8/2009 0:00,9932
466,SUBSTATION 29,0,1/8/2009 0:00,1/8/2009 0:00,9933
467,SUBSTATION 30,0,1/8/2009 0:00,1/8/2009 0:00,9934
468,SUBSTATION 31,0,1/8/2009 0:00,1/8/2009 0:00,9935
469,SUBSTATION 32,0,1/8/2009 0:00,1/8/2009 0:00,9936
470,SUBSTATION 33,0,1/8/2009 0:00,1/8/2009 0:00,9937
471,SUBSTATION 34,0,1/8/2009 0:00,1/8/2009 0:00,9938
472,SUBSTATION 35,0,1/8/2009 0:00,1/8/2009 0:00,9939
473,SUBSTATION 36,0,1/8/2009 0:00,1/8/2009 0:00,9940
474,SUBSTATION 37,0,1/8/2009 0:00,1/8/2009 0:00,9941
475,SUBSTATION 38,0,1/8/2009 0:00,1/8/2009 0:00,9942
476,SUBSTATION 39,0,1/8/2009 0:00,1/8/2009 0:00,9943
477,SUBSTATION 4,0,1/8/2009 0:00,1/8/2009 0:00,9908
478,SUBSTATION 40,0,1/8/2009 0:00,1/8/2009 0:00,9944
479,SUBSTATION 40A,0,1/8/2009 0:00,1/8/2009 0:00,9998
480,SUBSTATION 41,0,1/8/2009 0:00,1/8/2009 0:00,9945
481,SUBSTATION 42,0,1/8/2009 0:00,1/8/2009 0:00,9946
482,SUBSTATION 42A,0,1/8/2009 0:00,1/8/2009 0:00,9999
483,SUBSTATION 43,0,1/8/2009 0:00,1/8/2009 0:00,9947
484,SUBSTATION 44,0,1/8/2009 0:00,1/8/2009 0:00,9948
485,SUBSTATION 45,0,1/8/2009 0:00,1/8/2009 0:00,9949
486,SUBSTATION 46,0,1/8/2009 0:00,1/8/2009 0:00,9950
487,SUBSTATION 47,0,1/8/2009 0:00,1/8/2009 0:00,9951
488,SUBSTATION 48,0,1/8/2009 0:00,1/8/2009 0:00,9952
489,SUBSTATION 49,0,1/8/2009 0:00,1/8/2009 0:00,9953
490,SUBSTATION 5,0,1/8/2009 0:00,1/8/2009 0:00,9909
491,SUBSTATION 50,0,1/8/2009 0:00,1/8/2009 0:00,9954
492,SUBSTATION 51,0,1/8/2009 0:00,1/8/2009 0:00,9955
493,SUBSTATION 52,0,1/8/2009 0:00,1/8/2009 0:00,9956
494,SUBSTATION 53,0,1/8/2009 0:00,1/8/2009 0:00,9957
495,SUBSTATION 54,0,1/8/2009 0:00,1/8/2009 0:00,9958
496,SUBSTATION 55,0,1/8/2009 0:00,1/8/2009 0:00,9959
497,SUBSTATION 56,0,1/8/2009 0:00,1/8/2009 0:00,9960
498,SUBSTATION 57,0,1/8/2009 0:00,1/8/2009 0:00,9961
499,SUBSTATION 58,0,1/8/2009 0:00,1/8/2009 0:00,9962
500,SUBSTATION 59,0,1/8/2009 0:00,1/8/2009 0:00,9963
501,SUBSTATION 6,0,1/8/2009 0:00,1/8/2009 0:00,9910
502,SUBSTATION 60,0,1/8/2009 0:00,1/8/2009 0:00,9964
503,SUBSTATION 61,0,1/8/2009 0:00,1/8/2009 0:00,9965
504,SUBSTATION 62,0,1/8/2009 0:00,1/8/2009 0:00,9966
505,SUBSTATION 63,0,1/8/2009 0:00,1/8/2009 0:00,9967
506,SUBSTATION 64,0,1/8/2009 0:00,1/8/2009 0:00,9968
507,SUBSTATION 65,0,1/8/2009 0:00,1/8/2009 0:00,9870
508,SUBSTATION 66,0,1/8/2009 0:00,1/8/2009 0:00,9871
509,SUBSTATION 67,0,1/8/2009 0:00,1/8/2009 0:00,9872
510,SUBSTATION 68,0,1/8/2009 0:00,1/8/2009 0:00,9873
511,SUBSTATION 69,0,1/8/2009 0:00,1/8/2009 0:00,9874
512,SUBSTATION 7,0,1/8/2009 0:00,1/8/2009 0:00,9911
513,SUBSTATION 70,0,1/8/2009 0:00,1/8/2009 0:00,9875
514,SUBSTATION 71,0,1/8/2009 0:00,1/8/2009 0:00,9876
515,SUBSTATION 72,0,1/8/2009 0:00,1/8/2009 0:00,9877
516,SUBSTATION 73,0,1/8/2009 0:00,1/8/2009 0:00,9878
517,SUBSTATION 74,0,1/8/2009 0:00,1/8/2009 0:00,9879
518,SUBSTATION 75,0,1/8/2009 0:00,1/8/2009 0:00,9880
519,SUBSTATION 76,0,1/8/2009 0:00,1/8/2009 0:00,9881
520,SUBSTATION 77,0,1/8/2009 0:00,1/8/2009 0:00,9882
521,SUBSTATION 78,0,1/8/2009 0:00,1/8/2009 0:00,9883
522,SUBSTATION 8,0,1/8/2009 0:00,1/8/2009 0:00,9912
523,SULF ACID(FRESH & SPENT)SYSTEM,0,1/8/2009 0:00,1/8/2009 0:00,8610
524,SULF PLT #1 TAIL GAS,0,1/8/2009 0:00,1/8/2009 0:00,6801
525,SULF PLT #2 TAIL GAS,0,1/8/2009 0:00,1/8/2009 0:00,6800
526,SULF PLT SOUR WTR STRIP A/B,0,1/8/2009 0:00,1/8/2009 0:00,6900
527,SWIRL STRM H20 IMPONDMNT RECIR,0,1/8/2009 0:00,1/8/2009 0:00,8715
528,TANKS/PIPELINES,0,1/8/2009 0:00,1/8/2009 0:00,7500
529,TCC EAST SWITCH RM,0,1/8/2009 0:00,1/8/2009 0:00,9971
530,TCC WEST SWITCH RM,0,1/8/2009 0:00,1/8/2009 0:00,9970
531,UDEX,0,1/8/2009 0:00,1/8/2009 0:00,2903
532,VAPOR RECOVERY SYSTEM,0,1/8/2009 0:00,1/8/2009 0:00,8606
533,VAPOR RECOVERY SYSTEM,0,1/8/2009 0:00,1/8/2009 0:00,8605
534,VEHICLE BRIDGES,0,1/8/2009 0:00,1/8/2009 0:00,142
535,WASTE/STORM WTR SYS,0,1/8/2009 0:00,1/8/2009 0:00,8700
536,WATER WELLS,0,1/8/2009 0:00,1/8/2009 0:00,147
537,WELL/DOMINGUEZ/RO WATER SYSTEM,0,1/8/2009 0:00,1/8/2009 0:00,8620
538,WEST RET BASIN,0,1/8/2009 0:00,1/8/2009 0:00,8708
539,YARD PIPING U/G,0,1/8/2009 0:00,1/8/2009 0:00,131
540,ALKY COKER/FRAC/MEROX,0,1/8/2009 0:00,1/8/2009 0:00,4500
541,SULF PLT CLAUS A,0,1/8/2009 0:00,1/8/2009 0:00,6701
542,SULF PLT CLAUS B,0,1/8/2009 0:00,1/8/2009 0:00,6702
543,SULF PLT CLAUS C,0,1/8/2009 0:00,1/8/2009 0:00,6703
544,SULF PLT CLAUS D,0,1/8/2009 0:00,1/8/2009 0:00,6704
545,#1 TRT #1 DEHEX,0,1/8/2009 0:00,1/8/2009 0:00,4801
546,#1 TRT #2 DEHEX,0,1/8/2009 0:00,1/8/2009 0:00,4801
547,C5-C6 ISOM HDS,0,1/8/2009 0:00,1/8/2009 0:00,2400
548,H/C JET FUEL HYDROTREATER,0,1/8/2009 0:00,1/8/2009 0:00,600
549,MID BARREL,0,1/8/2009 0:00,1/8/2009 0:00,1900
550,#2 REFORMER SRD,0,1/8/2009 0:00,1/8/2009 0:00,2701
551,#2 REFORMER LED,0,1/8/2009 0:00,1/8/2009 0:00,2700
552,#2 REFORMER DIB (NORTH AREA),0,1/8/2009 0:00,1/8/2009 0:00,2702
553,SULF PLT SOUR WTR STRIP A,0,1/8/2009 0:00,1/8/2009 0:00,6900
554,SULF PLT SOUR WTR STRIP B,0,1/8/2009 0:00,1/8/2009 0:00,6900
555,ALKY COKER GAS FRAC,0,1/8/2009 0:00,1/8/2009 0:00,4800
556,FCC 1 DEA,0,1/8/2009 0:00,1/8/2009 0:00,901
557,FCC 2 DEA,0,1/8/2009 0:00,1/8/2009 0:00,902
558,COKER 3 DEA,0,1/8/2009 0:00,1/8/2009 0:00,6501
559,COKER 4 DEA,0,1/8/2009 0:00,1/8/2009 0:00,6502
560,COKER 5 DEA,0,1/8/2009 0:00,1/8/2009 0:00,6503
561,ALKY ISO-OCTENE,0,1/8/2009 0:00,1/8/2009 0:00,4400
562,#2 SOUR H20 OXID,0,1/8/2009 0:00,1/8/2009 0:00,6600
563,#2 REFORMER DESULF,0,1/8/2009 0:00,1/8/2009 0:00,2202
564,FCC GAS PLANT,0,1/8/2009 0:00,1/8/2009 0:00,1300
565,C5 ALKY DEPENT,0,1/8/2009 0:00,1/8/2009 0:00,5300
566,#5 OIL TRAP,0,1/8/2009 0:00,1/8/2009 0:00,8702
567,HYDROCRACKER FLARE,0,1/8/2009 0:00,1/8/2009 0:00,304
